product_id,product_name,category,discounted_price,actual_price,discount_percentage,rating,rating_count,user_id,user_name
B0BMVWKZ8G,"Newly Launched Boult Dive+ with 1.85"" HD Display, Bluetooth Calling Smartwatch, 500 Nits Brightness, 7 Days Battery Life, 150+ Watch Faces, 100+ Sport Modes, IP68 Waterproof Smart Watch (Jet Black)",Electronics|WearableTechnology|SmartWatches,1999,8499,76%,4.3,240,AH3DPBR7M2QD4UAT3SOYSFP4WTAQ,Amazon Customer
B0BD92GDQH,"OnePlus Nord Watch with 1.78” AMOLED Display, 60 Hz Refresh Rate, 105 Fitness Modes, 10 Days Battery, SPO2, Heart Rate, Stress Monitor, Women Health Tracker & Multiple Watch Face [Midnight Black]",Electronics|WearableTechnology|SmartWatches,4999,6999,29%,3.8,758,AGWQCZIF4W7MPCFGEWBBYGVWS22Q,SYED SHABEENA
B0B5GF6DQD,"Noise Agile 2 Buzz Bluetooth Calling Smart Watch with 1.28"" TFT Display,Dual Button,in-Built Mic & Speaker,AI Voice Assistant, Health Suite,in-Built Games, 100 Watch Faces-(Jet Black)",Electronics|WearableTechnology|SmartWatches,2499,5999,58%,3.7,828,AE5DHPL6NSPL4NZU5YM6P2U67ZSQ,Amazon Customer
B09NL4DCXK,"Flix (Beetel) Bolt 2.4 12W Dual USB Smart Charger, Made in India, Bis Certified, Fast Charging Power Adaptor with 1 Meter USB to Type C Cable for Cellular Phones (White)(Xwc-64D)",Electronics|Mobiles&Accessories|MobileAccessories|Chargers|WallChargers,249,599,58%,3.9,"2,147",AGNJW4JB3SQZZEVJCOR6EXOTNMOQ,Bristidev Burman
B0B8CHJLWJ,Kyosei Advanced Tempered Glass Compatible with Google Pixel 6a with Military-Grade Anti-Explosion Edge-to-Edge Coverage Screen Protector Guard,"Electronics|Mobiles&Accessories|MobileAccessories|Maintenance,Upkeep&Repairs|ScreenProtectors",299,1199,75%,4.5,596,AHOQPLT222WN4LQV55XMUEZY6MAA,Kirti Sardana
B0BBFJLP21,"Redmi 11 Prime 5G (Thunder Black, 4GB RAM, 64GB Storage) | Prime Design | MTK Dimensity 700 | 50 MP Dual Cam | 5000mAh | 7 Band 5G",Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,13999,15999,13%,3.9,"2,180",AEJHP62NHRVRCWIMXUODSZLSBNUA,dhruvi
B09VZBGL1N,"STRIFF Multi Angle Tablet/Mobile Stand. Holder for iPhone, Android, Samsung, OnePlus, Xiaomi. Portable,Foldable Stand.Perfect for Bed,Office, Home,Gift and Desktop (Black)",Electronics|Mobiles&Accessories|MobileAccessories|Stands,99,499,80%,4.1,"2,451",AFAKLGJPBTX3EWCXJWB6TF4LJOXQ,Sean m.
B0B2DJ5RVQ,"WeCool B1 Mobile Holder for Bikes or Bike Mobile Holder for Maps and GPS Navigation, one Click Locking, Firm Gripping, Anti Shake and Stable Cradle Clamp with 360° Rotation Bicycle Phone Mount",Electronics|Mobiles&Accessories|MobileAccessories|Mounts|HandlebarMounts,689,1999,66%,4.3,"1,193",AFSRFIJ7SMY5WDUSEHB4FW3ZJHBQ,Arijit Mishra
B096TWZRJC,"Sounce 360 Adjustable Mobile Phone Holder, Universal Phone Holder Clip Lazy Bracket Flexible Gooseneck Clamp Long Arms Mount for Mobile Tabletop Stand for Bedroom, Office, Bathroom, White",Electronics|Mobiles&Accessories|MobileAccessories|Mounts|Bedstand&DeskMounts,499,1899,74%,4.1,"1,475",AFUDD2HQICGHV2X6MXURZJ3FFKTQ,Amazon Customer
B09GP6FBZT,OpenTech® Military-Grade Tempered Glass Screen Protector Compatible for iPhone 13/13 Pro / 14 with Edge to Edge Coverage and Easy Installation kit (6.1 Inches),"Electronics|Mobiles&Accessories|MobileAccessories|Maintenance,Upkeep&Repairs|ScreenProtectors",299,999,70%,4.3,"8,891",AGPLH6XWDVSULDCZOFJRM6XNTNXQ,Prashant
B0B3DV7S9B,"EN LIGNE Adjustable Cell Phone Stand, Foldable Portable Phone Stand Phone Holder for Desk, Desktop Tablet Stand Compatible with Mobile Phone/iPad/Tablet (Black)",Electronics|Mobiles&Accessories|MobileAccessories|Stands,209,499,58%,3.6,104,AGY4ILCL5CCENO25T2FOKOESHJTQ,Sheetal
B09MKP344P,"Tecno Spark 8T (Turquoise Cyan, 4GB RAM,64GB Storage) | 50MP AI Camera | 7GB Expandable RAM",Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,8499,12999,35%,4.1,"6,662",AFBPBZLHAOY5FLNKXSMY7R5NGW4A,Bipul s.
B08JW1GVS7,"URBN 20000 mAh Lithium_Polymer 22.5W Super Fast Charging Ultra Compact Power Bank with Quick Charge & Power Delivery, Type C Input/Output, Made in India, Type C Cable Included (Camo)",Electronics|Mobiles&Accessories|MobileAccessories|Chargers|PowerBanks,2179,3999,46%,4,"8,380",AH3HLGFYASB5KSFZRSQVOQF5BKKA,Saunak
B0B5V47VK4,"OnePlus 10T 5G (Moonstone Black, 8GB RAM, 128GB Storage)",Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,44999,49999,10%,4.3,"3,075",AFPMBWVYFY6T7W3RZXDGZUPYNKPA,Subhra S.
B08H21B6V7,Nokia 150 (2020) (Cyan),Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|BasicMobiles,2599,2999,13%,3.9,"14,266",AEE5XXQWRVZSVDNYTBDR3BY4PHAA,Rajkumar
B09BNXQ6BR,"Noise ColorFit Ultra SE Smart Watch with 1.75""(4.3cm) HD Display, Aluminium Alloy Body, 60 Sports Modes, Spo2, Lightweight, Stock Market Info, Calls & SMS Reply (Vintage Brown)",Electronics|WearableTechnology|SmartWatches,2799,6499,57%,4.1,"38,879",AEZH7UN4SKV7VKJ3NYH7D7CBHA4A,shiv
B01FSYQ2A4,boAt Rockerz 400 Bluetooth On Ear Headphones With Mic With Upto 8 Hours Playback & Soft Padded Ear Cushions(Grey/Green),"Electronics|Headphones,Earbuds&Accessories|Headphones|On-Ear",1399,2990,53%,4.1,"97,175",AFWOX5BA5QS5TCVTNV3EHQXOSCLQ,Sagar
B0B54Y2SNX,"iPhone Original 20W C Type Fast PD Charger Compatible with I-Phone13/13 mini/13pro/13 pro Max I-Phone 12/12 Pro/12mini/12 Pro Max, I-Phone11/11 Pro/11 Pro Max 2020 (Only Adapter)",Electronics|Mobiles&Accessories|MobileAccessories|Chargers|WallChargers,799,3990,80%,3.8,119,AGQVEI5FN545VZMNGYRR752JCSUA,Manoj Nagabhairu
B08BQ947H3,"LIRAMARK Webcam Cover Slide, Ultra Thin Laptop Camera Cover Slide Blocker for Computer MacBook Pro iMac PC Tablet (Pack of 3)",Computers&Accessories|Accessories&Peripherals|LaptopAccessories|CameraPrivacyCovers,149,149,0%,4.3,"10,833",AFF3MID2VKCRG3UPIGY4OPDLKNBQ,Vishal Bhardwaj
B0B7DHSKS7,"Nokia 8210 4G Volte keypad Phone with Dual SIM, Big Display, inbuilt MP3 Player & Wireless FM Radio | Blue",Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|BasicMobiles,3799,5299,28%,3.5,"1,641",AHJTLVVBATTLS7X3LPKL2MVJM6VQ,Shyam
B09SJ1FTYV,Sounce Protective Case Cover Compatible Boat Xtend Overall Protective Case TPU HD Clear Ultra-Thin Cover with Unbreakable Screen Guard,Electronics|Mobiles&Accessories|MobileAccessories|Cases&Covers|BasicCases,199,1899,90%,4,"4,740",AHUKIXVRPVVYYRQOUGWBDYO7RFDQ,Gourab Kumar Patro
B09XJ5LD6L,"Samsung Galaxy M53 5G (Deep Ocean Blue, 6GB, 128GB Storage) | 108MP | sAmoled+ 120Hz | 12GB RAM with RAM Plus | Travel Adapter to be Purchased Separately",Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,23999,32999,27%,3.9,"8,866",AFBLFBJHOW7CQX62SQP7S3QJCFVA,Krishna S Mohan
B07WHS7MZ1,"iQOO 9 SE 5G (Sunset Sierra, 8GB RAM, 128GB Storage) | Qualcomm Snapdragon 888 | 66W Flash Charge",Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,29990,39990,25%,4.3,"8,399",AEYESC4XEIJ23NANPR3BK2GGXS2A,Ashish kumar
B0BBVKRP7B,SHREENOVA ID116 Plus Bluetooth Fitness Smart Watch for Men Women and Kids Activity Tracker (Black),Electronics|WearableTechnology|SmartWatches,281,1999,86%,2.8,87,AHSYI7EUDN2RNS2IPMGAS5MKLXPQ,dk yadav
B09NY7W8YD,"POCO C31 (Shadow Gray, 64 GB) (4 GB RAM)",Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,7998,11999,33%,3.8,125,AFZECWTOM2GUH3T67XW26DXUIJNA,Jigar panchal
B0BMM7R92G,Noise_Colorfit Smart Watch Charger 2 Pin USB Fast Charger Magnetic Charging Cable Adapter (Smart Watch Charger 2 pin),Electronics|WearableTechnology|SmartWatches,249,999,75%,4.5,38,AHCY2NLFROLZAQ3YQAKVF3DMHB7Q,Placeholder
B08M66K48D,"POPIO Tempered Glass Screen Protector Compatible for iPhone 12 / iPhone 12 Pro with Case Friendly Edge to Edge Coverage and Easy Installation kit, Pack of 1","Electronics|Mobiles&Accessories|MobileAccessories|Maintenance,Upkeep&Repairs|ScreenProtectors",299,599,50%,4.3,"4,674",AHH26HAPTOI5Z52DFLNYU5TOLWCQ,Ram K
B09RFB2SJQ,"10WeRun Id-116 Bluetooth Smartwatch Wireless Fitness Band for Boys, Girls, Men, Women & Kids | Sports Gym Watch for All Smart Phones I Heart Rate and spo2 Monitor",Electronics|WearableTechnology|SmartWatches,499,1899,74%,4.1,412,AHR4WZ6M4WXGQP65Z6SSP4LBJJ7A,Richard
B0B82YGCF6,"Tokdis MX-1 Pro Bluetooth Calling Smartwatch - 1.69” LCD Display, Multiple Watch Faces, Sleep Monitor, Heart & SpO2 Monitoring, Multiple Sports Modes, Water Resistant",Electronics|WearableTechnology|SmartWatches,899,3499,74%,3,681,AFEMYJODFSKRPR4XTYKCPXMCO4YA,Gourav Choudhrani
B08HF4W2CT,"URBN 20000 mAh lithium_polymer Power Bank with 12 Watt Fast Charging, Camo",Electronics|Mobiles&Accessories|MobileAccessories|Chargers|PowerBanks,1599,3499,54%,4,"36,384",AFQUZXA3JPEY4SN7Y772C3Q55IWA,Rajesh Martis
B08BCKN299,"Sounce Gold Plated 3.5 mm Headphone Splitter for Computer 2 Male to 1 Female 3.5mm Headphone Mic Audio Y Splitter Cable Smartphone Headset to PC Adapter – (Black,20cm)","Electronics|Headphones,Earbuds&Accessories|Adapters",120,999,88%,3.9,"6,491",AG4KZO4DB3TYVVMBWPWMMJGD4ZYQ,shaan bishwas
B0B2X35B1K,"Noise ColorFit Ultra 2 Buzz 1.78"" AMOLED Bluetooth Calling Watch with 368*448px Always On Display, Premium Metallic Finish, 100+ Watch Faces, 100+ Sports Modes, Health Suite (Jet Black)",Electronics|WearableTechnology|SmartWatches,3999,6999,43%,4.1,"10,229",AHN6E6FWRU4KL6CALQVHR3IUMIAQ,Shanti Devi
B0B1NX6JTN,Spigen Ultra Hybrid Back Cover Case Compatible with iPhone 14 Pro max (TPU + Poly Carbonate | Crystal Clear),Electronics|Mobiles&Accessories|MobileAccessories|Cases&Covers|BasicCases,1599,2599,38%,4.3,"1,801",AHROIYVXUABAGL5GUFHMEZK3WQQA,Rajat
B0BBW521YC,"LAPSTER 12pcs Spiral Cable Protectors for Charger, Wires, Data Charger Cable Protector for Computers, Cell Phones etc.(Grey)",Electronics|Mobiles&Accessories|MobileAccessories|Décor|PhoneCharms,99,999,90%,4.4,305,AEJSMM2J65DGILOOHC24C74VWPBA,Mihir Deshpande
B09HSKYMB3,"MI REDMI 9i Sport (Carbon Black, 64 GB) (4 GB RAM)",Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,7915,9999,21%,4.3,"1,376",AHZWXUWE3RGLDH4JJUK3HT3VMBJA,N. Lalhunchhungi
B09BF8JBWX,"Lava A1 Josh 21(Blue Silver) -Dual Sim,Call Blink Notification,Military Grade Certified with 4 Day Battery Backup, Keypad Mobile",Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|BasicMobiles,1055,1249,16%,3.8,"2,352",AEXCQMYUSJFK3Z4POJQTN7YOHRVQ,Sudhir Kumar saxena
B0B5YBGCKD,"POPIO Tempered Glass Compatible for iPhone 13 / iPhone 13 Pro/iPhone 14 (Transparent) Edge to Edge Full Screen Coverage with Installation Kit, Pack of 2","Electronics|Mobiles&Accessories|MobileAccessories|Maintenance,Upkeep&Repairs|ScreenProtectors",150,599,75%,4.3,714,AFUWV4HNHDWYGFGEHEMCKPR7HPBA,vivek vinod
B09MY4W73Q,Amozo Ultra Hybrid Camera and Drop Protection Back Cover Case for iPhone 13 (Polycarbonate| Back Transparent - Sides Black),Electronics|Mobiles&Accessories|MobileAccessories|Cases&Covers|BasicCases,474,1799,74%,4.3,"1,454",AEQRBL6PVEWH7MEXRN2ZI6FDU54A,Dileep
B0B298D54H,Prolet Classic Bumper Case Cover for Samsung Galaxy Watch 4 44mm TPU Plated Full Screen Protector (Black),Electronics|WearableTechnology|SmartWatches,265,999,73%,3.7,465,AG3EJCPDMWMFHVD75JLK6447GEYQ,Debasish Bhukta
B08VB57558,"Samsung Galaxy S20 FE 5G (Cloud Navy, 8GB RAM, 128GB Storage) with No Cost EMI & Additional Exchange Offers",Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,37990,74999,49%,4.2,"27,790",AEGEOVAES62OFGQTSPSDSQ5U7SHA,Mohammed Suhail
B0B9BXKBC7,"WeCool S5 Long Selfie Stick, with Large Reinforced Tripod Stand up to 61 Inch / 156 Cms, Ultra Long Multi Function Bluetooth Selfie Stick with 1/4 Screw Compatible with Gopro, Camera, and Ring Light",Electronics|Mobiles&Accessories|MobileAccessories|Photo&VideoAccessories|SelfieSticks,1799,3999,55%,4.6,245,AFPYH3UF3GB4RNX3MX46AXFM2FTQ,Sujili v
B09NY6TRXG,"POCO C31 (Royal Blue, 64 GB) (4 GB RAM)",Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,8499,11999,29%,3.9,276,AF33ARIIERSZ4KGYWLBGIJO3PUQA,PREMAL H. SHAH
B09NVPJ3P4,"Noise ColorFit Pulse Grand Smart Watch with 1.69""(4.29cm) HD Display, 60 Sports Modes, 150 Watch Faces, Fast Charge, Spo2, Stress, Sleep, Heart Rate Monitoring & IP68 Waterproof (Electric Blue)",Electronics|WearableTechnology|SmartWatches,1999,3999,50%,4,"30,254",AF3JE3MHGVCOATHASUTMN3VGF3UQ,Ranjitha Parida
B09VGKFM7Y,Amazon Basics 2 Amp USB Wall Charger & Micro USB Cable (White),Electronics|Mobiles&Accessories|MobileAccessories|Chargers|WallChargers,219,499,56%,4.4,14,AFQ7AUYJOIE2HH63KIUQK45ENQ2A,Prabhanjan
B07QCWY5XV,"Mobilife Bluetooth Extendable Selfie Stick with Tripod Stand and Wireless Remote,3-in-1 Multifunctional Selfie Stick Tripod for iPhone Samsung Mi Realme Oppo Vivo Google More,Black",Electronics|Mobiles&Accessories|MobileAccessories|Photo&VideoAccessories|SelfieSticks,599,1399,57%,4.1,"14,560",AHYXJP46LXOTLZ5FXX53OWHFNWXA,Harshwardhan shinde
B098QXR9X2,"Ambrane 27000mAh Power Bank, 20W Fast Charging, Triple Output, Type C PD (Input & Output), Quick Charge, Li-Polymer, Multi-Layer Protection for iPhone, Smartphones & Other Devices (Stylo Pro, Black)",Electronics|Mobiles&Accessories|MobileAccessories|Chargers|PowerBanks,2499,2999,17%,4.1,"3,156",AEI2GKBIJPYIB7KUV7EKAFN5P4IA,Neeraj Kumar
B07H1S7XW8,"STRIFF Wall Mount Phone Holder Wall Mount with Adhesive Strips, Charging Holder Compatible with iPhone, Smartphone and Mini Tablet (Pack of 1) (White)",Electronics|Mobiles&Accessories|MobileAccessories|Mounts|Shower&WallMounts,89,499,82%,4.1,"9,340",AETBZL6TIGY24P3Y6WNN2BNIZIDA,Suresh jaat
B0BNXFDTZ2,"Fire-Boltt Tank 1.85"" Bluetooth Calling Smart Watch, 123 Sports Mode, 8 UI Interactions, Built in Speaker & Mic, 7 Days Battery & Fire-Boltt Health Suite",Electronics|WearableTechnology|SmartWatches,2999,11999,75%,4.4,768,AHBB6UBYHJ5FH2BUFQ2BCXHWQFJQ,Adwait Kulkarni
B09BCNQ9R2,"DYAZO USB 3.0 Type C Female to USB A Male Connector/Converter/Adapter Compatible for Samsung Galaxy Note s 20 10 Plus Ultra,Google Pixel 4 5 3 2 & Other Type-c Devices",Electronics|Mobiles&Accessories|MobileAccessories|Cables&Adapters|OTGAdapters,139,499,72%,4.2,"4,971",AFAYH4FG2MUZTFGDVONVIOV4W3KQ,narsatya
B0B9BD2YL4,"KINGONE Wireless Charging Pencil (2nd Generation) for iPad with Magnetic and Tilt Sensitive, Palm Rejection, Compatible with Apple iPad Pro 11 inch 1/2/3/4, iPad Pro 12.9 Inch 3/4/5/6, iPad Air 4/5, mini6",Electronics|Mobiles&Accessories|MobileAccessories|StylusPens,2599,6999,63%,4.5,"1,526",AEAX7BRPDS3NSYCZQBQDL5DGZDVA,Ak
B09N3ZNHTY,"boAt Airdopes 141 Bluetooth Truly Wireless in Ear Earbuds with mic, 42H Playtime, Beast Mode(Low Latency Upto 80ms) for Gaming, ENx Tech, ASAP Charge, IWP, IPX4 Water Resistance (Bold Black)","Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",1499,4490,67%,3.9,"1,36,954",AGGDISUCB6COXRY7SCEYULDTYJSA,Anindya
B005FYNT3G,SanDisk Cruzer Blade 32GB USB Flash Drive,Computers&Accessories|ExternalDevices&DataStorage|PenDrives,289,650,56%,4.3,"2,53,105",AFNMA3FQAONYMREOFLNYF2RV4AOA,RAJIV D.
B01J0XWYKQ,"Logitech B170 Wireless Mouse, 2.4 GHz with USB Nano Receiver, Optical Tracking, 12-Months Battery Life, Ambidextrous, PC/Mac/Laptop - Black","Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Mice",599,895,33%,4.4,"61,314",AF4AWOIIGQUD4IZ6QNWXVHL6OKTQ,Anand
B09CTRPSJR,"Storio Kids Toys LCD Writing Tablet 8.5Inch E-Note Pad Best Birthday Gift for Girls Boys, Multicolor (SC1667)","Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|GraphicTablets",217,237,8%,3.8,"7,354",AGQ3YJHNFI6CFAOTHMHNA3BEH4AQ,Udayakumar R.
B08JQN8DGZ,"boAt Airdopes 121v2 in-Ear True Wireless Earbuds with Upto 14 Hours Playback, 8MM Drivers, Battery Indicators, Lightweight Earbuds & Multifunction Controls (Active Black, with Mic)","Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",1299,2990,57%,3.8,"1,80,998",AGGDISUCB6COXRY7SCEYULDTYJSA,Anindya
B0B72BSW7K,SKE Bed Study Table Portable Wood Multifunction Laptop-Table Lapdesk for Children Bed Foldabe Table Work with Tablet Slot & Cup Holder Brown Black,Computers&Accessories|Accessories&Peripherals|LaptopAccessories|Lapdesks,263,699,62%,3.5,690,AECQPIQJEIF5ASVCNW43FEDLAATQ,Amazon Customer
B08TV2P1N8,"boAt Rockerz 255 Pro+ in-Ear Bluetooth Neckband with Upto 40 Hours Playback, ASAP  Charge, IPX7, Dual Pairing, BT v5.0, with Mic (Active Black)","Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",1399,3990,65%,4.1,"1,41,841",AHDTCW665XEPKY4WAUG3DREFCCYQ,Punyabrata Mondal
B07XCM6T4N,STRIFF Adjustable Laptop Tabletop Stand Patented Riser Ventilated Portable Foldable Compatible with MacBook Notebook Tablet Tray Desk Table Book with Free Phone Stand (Black),Computers&Accessories|Accessories&Peripherals|LaptopAccessories|NotebookComputerStands,349,1499,77%,4.3,"24,791",AHE52HKDGFCWSQO7STU7NRWWHTWQ,G D PUKALE
B07T5DKR5D,"ZEBRONICS Zeb-Bro in Ear Wired Earphones with Mic, 3.5mm Audio Jack, 10mm Drivers, Phone/Tablet Compatible(Black)","Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",149,399,63%,3.5,"21,764",AGG35S7QJCAA7Y4FOAUY6IXKP75Q,LAKSHMI NARAYANA HANUMANTHU
B07PR1CL3S,"boAt Rockerz 450 Bluetooth On Ear Headphones with Mic, Upto 15 Hours Playback, 40MM Drivers, Padded Ear Cushions, Integrated Controls and Dual Modes(Luscious Black)","Electronics|Headphones,Earbuds&Accessories|Headphones|On-Ear",1220,3990,69%,4.1,"1,07,151",AFU4JDUZDD6N5MUGLULCRLUQLHDQ,Deepanshu saini
B09V12K8NT,"boAt Wave Lite Smartwatch with 1.69"" HD Display, Sleek Metal Body, HR & SpO2 Level Monitor, 140+ Watch Faces, Activity Tracker, Multiple Sports Modes, IP68 & 7 Days Battery Life(Active Black)",Electronics|WearableTechnology|SmartWatches,1499,6990,79%,3.9,"21,797",AFHFQB5UN57HBBYIGBV4YYZDXSZQ,Aby Jimson
B07JQKQ91F,"JBL C50HI, Wired in Ear Headphones with Mic, One Button Multi-Function Remote, Lightweight & Comfortable fit (Black)","Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",499,999,50%,3.9,"92,995",AGBB4DAVTI36DUQN2NLQNXJLG37Q,Pooja
B08W56G1K9,LAPSTER Spiral Charger Spiral Charger Cable Protectors for Wires Data Cable Saver Charging Cord Protective Cable Cover Set of 3 (12 Pieces),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|CableConnectionProtectors,99,999,90%,4.1,"8,751",AFNGZSZUISNZ2SMAN3L3OALQXS2Q,Happy customer
B01L8ZNWN2,"HP v236w USB 2.0 64GB Pen Drive, Metal",Computers&Accessories|ExternalDevices&DataStorage|PenDrives,475,1500,68%,4.2,"64,273",AH3VUICGCKITW2W3TEED2EIY3ZTQ,Varun
B009VCGPSY,"HP X1000 Wired USB Mouse with 3 Handy Buttons, Fast-Moving Scroll Wheel and Optical Sensor works on most Surfaces (H2C21AA, Black/Grey)","Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Mice",269,649,59%,4.3,"54,315",AEKLQGYWRYPMVY7BPBGHFZHW2KHQ,Shridhan Varadkar
B0B296NTFV,"Portronics Toad 23 Wireless Optical Mouse with 2.4GHz, USB Nano Dongle, Optical Orientation, Click Wheel, Adjustable DPI(Black)","Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Mice",299,599,50%,4.1,"1,597",AGORBC2ADNWTLGRWKCZRO7GOG7RQ,Sandip Roy
B07TCN5VR9,Boult Audio BassBuds X1 in-Ear Wired Earphones with 10mm Extra Bass Driver and HD Sound with mic(Black),"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",329,999,67%,3.9,"77,027",AECPFYFQVRUWC3KGNLJIOREFP5LQ,ArdKn
B00ZYLMQH0,Dell KB216 Wired Multimedia USB Keyboard with Super Quite Plunger Keys with Spill-Resistant – Black,"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Keyboards",549,1799,69%,4.3,"28,829",AF2PEMNSWZSUIHRAPJGOPJ7GAF6A,Minhaj Mohd
B09YV4MW2T,"Fire-Boltt India's No 1 Smartwatch Brand Talk 2 Bluetooth Calling Smartwatch with Dual Button, Hands On Voice Assistance, 60 Sports Modes, in Built Mic & Speaker with IP68 Rating",Electronics|WearableTechnology|SmartWatches,2199,9999,78%,4.2,"29,478",AEJQT5NMTAM2ZRPQDNGLOL6NTKRQ,Deepankar G.
B01HJI0FS2,"Dell MS116 1000Dpi USB Wired Optical Mouse, Led Tracking, Scrolling Wheel, Plug and Play.","Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Mice",299,650,54%,4.5,"33,176",AH5ZFNLZLJW24YKDQMDHCWGT3MLA,Mohammad Noushad
B076B8G5D8,Boya ByM1 Auxiliary Omnidirectional Lavalier Condenser Microphone with 20ft Audio Cable (Black),MusicalInstruments|Microphones|Condenser,798,1995,60%,4,"68,664",AHB43CZ4RHLJ5S6CBOWX6MEI7J4Q,Sameer Patil
B014SZO90Y,"Duracell Ultra Alkaline AA Battery, 8 Pcs",Electronics|GeneralPurposeBatteries&BatteryChargers|DisposableBatteries,266,315,16%,4.5,"28,030",AF37SWB5BJAXD6F2Q74M6HJIHADA,Gopinathan
B07KCMR8D6,Classmate Octane Neon- Blue Gel Pens(Pack of 5)|Smooth Writing Pen|Attractive body colour for Boys & Girls|Waterproof ink for smudge free writing|Preferred by Students for Exam|Study at home essential,"OfficeProducts|OfficePaperProducts|Paper|Stationery|Pens,Pencils&WritingSupplies|Pens&Refills|GelInkRollerballPens",50,50,0%,4.3,"5,792",AEVPRYZLGHNMEZA5BYGIX36LYZXA,Gatij saini
B00N1U9AJS,"3M Scotch Double Sided Heavy Duty Tape(1m holds 4.5Kgs) for indoor hanging applications (Photo frames, Mirrors, Key Holders, Car Interiors, Extension Boards, Wall decoration, etc)(L: 3m, W: 24mm)",Home&Kitchen|CraftMaterials|Scrapbooking|Tape,130,165,21%,3.9,"14,778",AGXGYUPGIFDGD6LPTVB2XVE7JWNA,Amit Shrivastava
B07KY3FNQP,boAt Bassheads 152 in Ear Wired Earphones with Mic(Active Black),"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",449,1290,65%,4.1,"91,770",AFYMFZN2MFKODDI25OZKLO36LCHA,Sameer
B07QZ3CZ48,"boAt BassHeads 122 Wired Earphones with Heavy Bass, Integrated Controls and Mic (Gun Metal)","Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",399,1290,69%,4.2,206,AEY3XQ3NAOS4ZK53VDEVWJ72UYMA,Clifford Francis
B09T3H12GV,"Dell USB Wireless Keyboard and Mouse Set- KM3322W, Anti-Fade & Spill-Resistant Keys, up to 36 Month Battery Life, 3Y Advance Exchange Warranty, Black","Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Keyboard&MouseSets",1399,2498,44%,4.2,"33,717",AGUV3QWPJUZF72A7TRV5XZLSRP2Q,Harsh Kumar
B09ZQK9X8G,"Noise ColorFit Pro 4 Advanced Bluetooth Calling Smart Watch with 1.72"" TruView Display, Fully-Functional Digital Crown, 311 PPI, 60Hz Refresh Rate, 500 NITS Brightness (Charcoal Black)",Electronics|WearableTechnology|SmartWatches,2998,5999,50%,4.1,"5,179",AEL5HU25IP7YT5WK3LXNC5M36NBA,Sanjay G.
B08ZJDWTJ1,"Seagate Expansion 1TB External HDD - USB 3.0 for Windows and Mac with 3 yr Data Recovery Services, Portable Hard Drive (STKM1000400)",Computers&Accessories|ExternalDevices&DataStorage|ExternalHardDisks,4098,4999,18%,4.5,"50,810",AFWREBMJRX47V7TJD5E7VUBKZY3Q,Pallavi Varur
B08FTFXNNB,"HP w100 480P 30 FPS Digital Webcam with Built-in Mic, Plug and Play Setup, Wide-Angle View for Video Calling on Skype, Zoom, Microsoft Teams and Other Apps (Black)",Electronics|Cameras&Photography|VideoCameras,499,1999,75%,3.7,"3,369",AHLLRY3ISUM56WO2EJYCDE4J6E3Q,IC
B08YDFX7Y1,"ZEBRONICS Zeb-Dash Plus 2.4GHz High Precision Wireless Mouse with up to 1600 DPI, Power Saving Mode, Nano Receiver and Plug & Play Usage - USB","Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Mice",299,449,33%,3.5,"11,827",AFJ7UDS63R5ITGAMOSRK7KNWHSSA,Wilson Patel
